Код погоды,Сумма всех осадков,Часы с осадками,Сумма дождевых осадков,Суммарное количество дождевых осадков,Средняя облачность,Максимальная облачность,Минимальная облачность,Средняя температура,Максимальная температура,Минимальная температура,Средняя ощущаемая температура,Минимальная ощущаемая температура,Максимальная ощущаемая температура,Направление ветра ,Максимальные порывы ветра,Максимальная скорость ветра,Средняя относительная влажность,Максимальная относительная влажность,Минимальная относительная влажность,Сумма коротковолнового излучения,Средняя точка росы,Максимальная точка росы,Минимальная точка росы,"Количество секунд, когда светило солнце",Давление на уровне земли
3,0.0,0.0,0.0,0.0,98.875,100.0,85.0,-8.559499,-6.6595,-11.0095,-12.855639,-15.564543,-11.005714,139.1233,5.5,2.5,87.84252,91.68183,82.3629,4.45,-10.221999,-8.8095,-12.5595,705.14716,990.48395
3,0.0,0.0,0.0,0.0,63.958332,100.0,1.0,-10.192834,-6.7095,-15.0095,-15.060097,-19.930443,-11.626396,185.20998,6.5,3.4058774,86.47678,92.02971,76.7103,6.97,-12.042832,-9.959499,-16.7595,24675.613,991.2308
3,0.0,0.0,0.0,0.0,50.791668,99.0,0.0,-14.182415,-6.4095,-19.459501,-19.197737,-25.016815,-10.969261,214.06319,4.8,3.2557642,79.96537,89.09628,67.58638,9.16,-16.976168,-11.0595,-20.9095,31462.322,987.05414
3,0.0,0.0,0.0,0.0,21.083334,100.0,0.0,-11.540751,-4.2095,-19.0095,-16.35225,-23.986845,-8.818643,17.062937,8.0,4.2801867,75.10942,91.86013,66.40701,9.26,-15.099083,-7.9094996,-23.1095,31701.695,985.5794
3,0.0,0.0,0.0,0.0,58.833332,100.0,1.0,-14.230332,-7.4095,-20.2595,-19.96255,-25.607868,-12.936017,48.145992,9.2,4.750789,79.88677,90.05455,68.45553,8.65,-16.971998,-8.7595,-22.709501,31712.295,994.67114
1,0.0,0.0,0.0,0.0,10.541667,42.0,0.0,-16.974083,-8.8595,-22.6095,-22.325058,-28.212814,-14.238314,27.468401,6.7,3.5468295,74.68483,81.49261,59.73295,9.6,-20.499083,-14.409499,-25.1095,32047.125,996.5576
2,0.0,0.0,0.0,0.0,23.208334,69.0,0.0,-16.428251,-7.6595,-22.7595,-21.319784,-27.83404,-12.279414,21.801462,4.9,2.5079873,79.42239,85.41488,69.297455,9.87,-19.199081,-11.909499,-25.0095,32362.992,991.57794
0,0.0,0.0,0.0,0.0,1.7916666,11.0,0.0,-13.451164,-1.6595,-22.459501,-18.079199,-27.590189,-5.8358,319.19006,3.7,2.4207437,65.09557,85.65857,37.63018,10.29,-19.201162,-12.909499,-25.1595,32811.754,986.2303
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.3949175,-3.6595001,-21.2595,-16.815683,-26.143398,-7.4362135,332.50555,3.4,1.8439089,62.626514,75.84183,45.44798,10.55,-18.359497,-10.5095,-24.4095,33200.418,986.18524
0,0.0,0.0,0.0,0.0,0.45833334,11.0,0.0,-13.39075,-3.3595,-21.3595,-17.949614,-25.950718,-7.233055,258.853,4.1,3.2695565,65.39261,75.45675,45.74045,10.78,-18.763666,-12.459499,-24.5595,33616.58,984.7757
3,0.0,0.0,0.0,0.0,54.291668,100.0,0.0,-12.947001,-3.8095002,-23.0095,-17.62537,-27.833096,-8.130405,235.767,4.7,2.8160257,75.7237,83.977356,64.438805,9.91,-16.405329,-8.6095,-25.2595,30631.281,980.32837
3,0.0,0.0,0.0,0.0,69.75,100.0,10.0,-12.294917,-3.8095002,-21.4095,-17.038012,-26.432056,-8.383955,217.76851,5.6,2.745906,75.20665,84.24282,57.735527,9.64,-15.928249,-9.3095,-23.8595,27623.154,980.0959
71,0.0,0.0,0.0,0.21000001,89.458336,100.0,48.0,-10.397,-5.4095,-16.7595,-15.002556,-21.607624,-9.75304,184.98929,5.8,2.828427,79.1539,84.64269,67.5545,7.94,-13.371998,-9.3095,-18.7595,17035.713,981.3333
3,0.0,0.0,0.0,0.0,50.458332,100.0,2.0,-8.97825,-2.4095001,-13.5095,-13.167914,-17.487183,-6.3708925,86.74814,4.3,3.0463092,77.837776,89.223206,56.670135,11.46,-12.303252,-8.2595,-14.959499,34404.87,979.061
71,0.5,3.0,0.0,0.42000002,42.791668,100.0,0.0,-10.257416,-2.9595,-18.709501,-15.554039,-24.18729,-8.613356,52.45427,9.0,4.7853947,78.712166,86.432335,62.22672,11.58,-13.372002,-6.8095,-20.4095,34546.08,974.91034
73,2.0000002,10.0,0.0,1.4700001,98.291664,100.0,79.0,-1.9386665,1.0905,-4.7095,-5.989329,-9.419533,-2.535111,155.06464,6.8,3.5510561,85.025185,95.63887,66.48647,6.6,-4.222,-2.4595,-6.2095,13753.681,972.55756
71,0.8000001,6.0,0.0,0.77,98.583336,100.0,89.0,-2.6449168,0.0405,-5.8595,-5.924598,-9.134918,-2.9249513,130.9554,4.0,2.0223749,88.425575,95.53953,76.94813,5.57,-4.3407497,-2.6095,-6.5095,633.5065,972.73016
3,0.0,0.0,0.0,0.0,85.625,100.0,30.0,-1.54075,1.4405,-3.9095001,-4.8201365,-7.4293666,-1.5983887,22.49022,4.3,1.8973665,85.90933,96.00064,67.80241,9.05,-3.6928332,-2.8095,-4.9095,26051.393,972.8088
73,2.9999998,19.0,0.0,2.4499996,99.333336,100.0,95.0,-3.2345,-1.9095001,-4.0095,-7.6130404,-8.651356,-6.70912,52.75517,8.7,4.3416586,89.213165,94.51552,78.7477,5.13,-4.7824163,-4.2595,-5.3095,0.0,973.3501
71,2.0000002,15.0,0.0,1.8200005,98.041664,100.0,83.0,-3.5886667,-2.1595001,-5.3595,-8.445271,-9.753502,-7.767839,25.645575,10.3,5.2801514,85.29162,94.17143,71.53486,6.8,-5.755333,-4.5595,-6.7595,979.2867,976.375
3,0.0,0.0,0.0,0.0,99.416664,100.0,92.0,-5.105334,-3.5595,-6.1095,-8.96972,-10.199287,-7.216689,48.59367,4.9,2.4698176,83.03039,93.36285,68.81235,7.07,-7.622,-6.5595,-9.0595,1653.7007,984.6194
3,0.0,0.0,0.0,0.0,53.5,100.0,0.0,-6.9261665,-2.5595,-11.209499,-11.687099,-15.780799,-7.408952,200.673,7.9,4.159327,81.54987,89.19838,67.19637,12.0,-9.626166,-7.0595,-12.8095,32673.936,984.6096
75,7.8999996,9.0,0.0,5.5299997,98.041664,100.0,65.0,-6.1532497,-2.0595,-9.6095,-11.494304,-14.74232,-7.888339,157.8296,12.2,6.6483083,86.316154,92.81126,70.44725,6.36,-8.1136675,-3.5595,-10.8595,1837.5443,979.21857
73,0.4,2.0,0.0,0.28,99.916664,100.0,99.0,-0.22616665,1.7405,-1.9595001,-4.0615454,-7.6664577,-1.5692344,180.78001,11.2,5.9,89.804985,94.68574,85.00322,6.74,-1.7053334,-0.20949998,-3.5095,3897.6812,973.4053
3,0.0,0.0,0.0,0.0,93.583336,100.0,35.0,0.38216653,3.8404999,-2.3595,-2.9879646,-6.0327253,0.55562687,321.8105,5.6,3.026549,86.54128,98.18514,71.390656,11.07,-1.6949168,-0.60950005,-3.7595,31122.305,968.5739
73,1.2,5.0,0.1,0.90999997,68.75,100.0,5.0,-1.4365834,2.2405,-5.2095,-6.147797,-9.190506,-3.3459833,226.75336,12.6,6.5,85.865265,93.10448,74.56917,9.53,-3.5449164,-0.7595,-6.2595,23197.74,967.3249
73,0.90000004,5.0,0.0,0.70000005,91.0,100.0,48.0,-4.9220004,-1.7095001,-9.2595,-9.5681715,-14.317468,-5.665428,265.62234,8.9,4.2426405,75.975136,87.62934,59.51322,11.27,-8.613666,-4.8595,-11.7595,22827.365,972.1359
73,0.90000004,4.0,0.0,0.7,81.875,100.0,2.0,-6.9657497,-4.0595,-10.6095,-12.395871,-15.662046,-9.994722,22.158394,10.4,5.5946403,78.869194,88.256424,70.280106,12.95,-10.061583,-8.3595,-13.159499,32447.934,973.42413
3,0.0,0.0,0.0,0.0,39.0,98.0,0.0,-6.955333,-1.6095,-11.159499,-11.587531,-15.829789,-5.518865,348.6666,8.7,4.651881,74.00982,85.27676,54.431683,15.09,-10.997001,-7.7095,-13.7595,38175.38,977.55804
2,0.0,0.0,0.0,0.0,15.708333,76.0,0.0,-9.097,-0.7595,-18.3595,-13.303059,-22.992794,-4.585708,304.90256,4.8,2.236068,74.71934,85.02975,59.320675,15.4,-12.92825,-6.7095,-20.5095,38542.746,975.51685
71,0.0,0.0,0.0,0.07,69.166664,100.0,1.0,-6.7636657,-0.5595,-13.659499,-10.781402,-18.590263,-3.8608913,1.0492175,4.5,2.6019223,75.166626,86.74515,57.56731,12.07,-10.607417,-5.5595,-15.5595,31152.998,973.1558
71,0.0,0.0,0.0,0.48999998,92.833336,100.0,72.0,-3.626167,-0.40949997,-7.4095,-7.54949,-11.86091,-3.642826,335.9945,5.3,2.5495098,73.594086,87.10525,55.83488,11.25,-7.8490825,-6.7095,-9.409499,24486.098,979.83124
3,0.0,0.0,0.0,0.0,85.083336,100.0,33.0,-5.3969994,-2.5095,-10.209499,-9.675347,-14.7381115,-6.161424,196.32384,6.1,3.0805843,82.84672,93.86142,70.39323,9.89,-7.9344997,-5.9095,-11.0095,14254.053,981.21094
3,0.0,0.0,0.0,0.0,75.833336,100.0,15.0,-5.2740836,-0.9595001,-9.2595,-10.059973,-13.592703,-6.058673,202.36803,8.2,4.3382025,83.54058,90.30489,67.81156,11.94,-7.7032495,-5.2095,-10.5595,31190.018,973.3426
71,0.0,0.0,0.0,0.21000001,95.333336,100.0,53.0,-4.836583,-1.8594999,-7.0595,-9.2344,-11.696594,-5.8935127,180.17961,7.2,3.3734255,85.66626,93.65121,74.35298,10.27,-6.9219995,-4.8095,-8.3095,13452.586,963.68097
73,3.8999999,11.0,0.9,2.31,87.583336,100.0,19.0,-1.0074168,2.0905,-5.3595,-6.951416,-10.545051,-4.119608,203.3957,19.1,9.920181,84.258064,91.009346,71.827675,10.2,-3.3761673,-0.9095,-6.6595,13721.738,956.44824
73,1.8,5.0,0.0,1.26,80.833336,100.0,39.0,-3.9428337,-0.20949998,-11.3595,-8.217953,-15.902115,-4.5142508,178.99489,10.7,5.021952,76.31164,95.682945,51.864838,15.54,-7.742834,-2.0095,-12.909499,32852.6,969.46564
73,7.2000003,16.0,6.2000003,0.7,99.5,100.0,89.0,1.9384165,5.2905,-1.5595,-1.9805328,-5.6309943,1.1526175,143.08351,13.9,5.6089215,88.42826,96.839806,77.010796,9.23,0.1759166,2.3404999,-2.0595,11323.029,964.3311
61,5.7000003,6.0,5.7000003,0.0,94.041664,100.0,18.0,2.1321666,3.7905,0.9905,-0.76300496,-2.4506283,1.190917,10.833013,5.4,2.433105,92.38145,97.17517,82.24008,5.29,1.0071667,1.4405,-0.3095,2170.4531,963.12103
0,0.0,0.0,0.0,0.0,3.1666667,11.0,0.0,0.93008345,7.1405,-6.8095,-2.5074556,-10.812338,4.4321833,257.26718,5.3,3.0463092,81.22842,91.186554,68.09857,17.09,-2.0345004,1.8905,-8.209499,41592.094,972.5101
3,0.0,0.0,0.0,0.0,49.333332,100.0,0.0,1.3946667,11.3905,-5.9095,-1.9428053,-9.536033,8.273626,235.0805,4.6,3.443835,75.94926,88.90461,46.899643,17.34,-2.6365833,1.6405,-8.0095,41844.67,981.71234
3,0.0,0.0,0.0,0.0,84.041664,100.0,35.0,4.825916,12.1905,0.54050004,1.819125,-2.7012308,9.214451,248.66025,6.0,3.0805843,69.50626,81.53268,43.533703,15.66,-0.5240834,1.7904999,-2.4095001,40985.03,988.0476
3,0.0,0.0,0.0,0.0,25.625,97.0,0.0,4.003,12.090501,-2.2595,0.77313757,-6.0041213,8.989195,255.87527,6.3,2.9732137,72.08155,86.56882,46.9301,17.7,-0.86575,1.6405,-4.2095,42230.562,990.4436
0,0.0,0.0,0.0,0.0,3.2916667,15.0,0.0,5.3030005,15.3905,-3.1095,1.6701463,-6.9476767,11.849882,239.4883,7.8,3.4885528,63.80014,85.2127,31.775045,18.19,-1.9803337,1.5905,-5.4095,42371.695,988.1302
3,0.0,0.0,0.0,0.0,49.666668,100.0,0.0,5.469667,13.2405,-1.7095001,1.5919132,-5.495294,9.353689,210.36205,9.3,4.4384685,64.67341,84.29964,39.192337,17.75,-1.3240834,0.7405,-4.0095,42511.418,980.5864
3,0.0,0.0,0.0,0.0,34.166668,84.0,0.0,5.857167,13.540501,-1.9595001,1.7850093,-5.7241764,8.564387,192.88757,10.8,5.4083266,62.68762,87.816345,32.552414,14.99,-1.6865832,1.8905,-3.7095,40477.348,970.1531
53,1.6000001,4.0,1.6000001,0.0,73.25,100.0,5.0,5.382168,14.040501,-0.3095,0.82501966,-4.779499,7.4932566,196.7306,18.6,9.946356,75.32568,92.62826,32.849888,12.84,0.62175,5.0905,-2.0595,28390.496,957.26117
73,1.0,4.0,0.0,1.05,78.958336,100.0,10.0,0.7946667,3.3404999,-1.0095,-4.6846204,-6.0673685,-2.9607768,259.6472,16.7,7.7781744,66.47878,88.56938,35.644047,16.19,-5.324083,-2.1095,-10.659499,32939.566,958.3099
73,4.3999996,13.0,0.0,3.1500003,83.708336,100.0,16.0,-0.23241667,3.1405,-3.8095002,-4.7223396,-8.414104,-1.9437041,358.60547,9.4,4.4598203,61.248123,92.93717,25.524298,10.97,-7.86575,-1.7095001,-14.8595,18752.797,962.61237
71,0.3,2.0,0.0,0.28,38.708332,99.0,0.0,-2.2053335,1.8905,-6.9095,-7.2748113,-11.718636,-3.420528,267.06223,12.1,5.1623635,46.929432,67.472984,31.256704,17.22,-12.367832,-7.9094996,-17.209501,43200.0,967.23737
75,5.9,11.0,1.4000001,3.15,74.25,100.0,9.0,-0.95950013,2.7405,-6.6595,-6.0070634,-11.418523,-2.9305491,211.9576,14.5,7.1,77.26054,94.39677,61.659504,7.98,-4.5365834,0.6405,-10.0095,5103.939,963.05707
51,0.1,1.0,0.1,0.0,76.125,100.0,4.0,-2.0678332,2.1405,-8.5595,-7.570434,-13.468359,-2.7185376,308.84366,13.9,6.6483083,65.50391,89.13265,41.17031,17.73,-8.086583,0.44050002,-14.3095,41589.914,963.8886
3,0.0,0.0,0.0,0.0,32.083332,94.0,0.0,-5.538666,0.0905,-10.209499,-10.29891,-15.42186,-4.0417366,34.479275,8.3,3.2984846,48.566418,62.664974,39.07814,20.72,-14.830333,-10.0595,-18.209501,43460.0,976.2431
3,0.0,0.0,0.0,0.0,95.583336,100.0,31.0,-3.9365833,0.14050001,-8.8095,-9.520736,-13.839179,-6.0424924,56.04195,11.4,5.4708314,47.142563,56.87381,40.888348,14.12,-13.638667,-11.3595,-16.959501,25098.264,978.1873
73,1.5000001,9.0,0.0,1.1900002,99.958336,100.0,99.0,-1.7907497,1.0905,-3.5595,-9.025586,-10.867671,-7.19843,37.06771,19.6,10.0,58.273163,76.09787,45.915634,12.11,-9.076165,-5.6095,-12.0095,24405.312,971.92377
71,0.4,4.0,0.0,0.7,99.583336,100.0,95.0,-1.4365834,1.3405,-3.4595,-7.405377,-10.044702,-4.130007,21.767612,15.9,6.9778223,57.490337,76.57563,43.274788,13.13,-8.997,-6.1095,-11.8095,15019.946,973.53094
3,0.0,0.0,0.0,0.0,63.041668,100.0,0.0,-2.1719997,3.1405,-7.8095,-7.096788,-12.696411,-2.2111185,21.65292,9.5,4.588028,49.158047,64.149216,34.744705,16.74,-11.70325,-8.209499,-14.8095,43262.28,975.41266
3,0.0,0.0,0.0,0.0,71.291664,100.0,0.0,0.9363335,5.3905,-2.7595,-3.0177107,-6.9619923,1.4220047,148.24059,5.0,2.7892652,43.48923,57.61079,26.42719,17.22,-10.653251,-6.9595,-12.409499,41649.625,974.0615
53,0.70000005,2.0,0.70000005,0.0,73.625,95.0,20.0,2.6800833,8.7405,-3.0595,-1.1045197,-7.3944683,5.8334236,314.87457,6.9,2.886174,50.59938,91.56227,25.395006,18.3,-7.4511666,-0.5095,-11.959499,44584.496,971.94696
3,0.0,0.0,0.0,0.0,45.166668,100.0,0.0,4.1050835,10.8905,-3.7595,0.18995672,-7.7216682,6.999837,276.1922,7.7,3.4014702,58.805546,85.533195,35.145447,16.46,-4.04075,-1.9595001,-6.8595,44859.027,971.14996
51,0.3,2.0,0.3,0.0,96.875,100.0,90.0,5.5905,11.340501,0.1905,0.6324038,-4.0796757,4.7600107,249.93864,15.6,7.7491937,52.820297,86.31296,30.154594,16.6,-4.0074167,0.1905,-5.6095,38792.707,969.9913
71,0.8000001,6.0,0.0,0.63,79.583336,100.0,21.0,3.550917,10.590501,-0.2595,-0.15370218,-4.1563215,6.331566,120.235954,8.6,4.031129,75.30286,96.784515,44.33297,12.22,-0.9303334,0.29050002,-1.6095,26274.932,974.6463
3,0.0,0.0,0.0,0.0,53.416668,93.0,3.0,7.07175,14.1405,-0.60950005,2.7319062,-4.5263944,8.957478,189.01352,13.9,6.9778223,59.392223,87.99489,32.488197,17.18,-1.3553333,0.89049995,-2.6095,35888.312,968.32684
51,0.2,1.0,0.2,0.0,49.958332,98.0,11.0,7.873833,14.790501,0.6405,4.0249176,-2.867479,10.049895,179.65569,14.8,6.726812,61.77045,84.267365,37.775623,20.07,0.35508335,2.7905,-1.8095,44602.31,958.53094
73,5.9,13.0,1.9000001,3.0800002,75.333336,100.0,1.0,1.1613333,4.7405,-2.2095,-4.111312,-7.407236,1.8259602,201.72508,18.5,8.672947,71.335754,97.53233,48.75088,16.54,-3.7428331,2.5405,-7.2095,38625.094,951.34247
73,1.6,5.0,0.2,1.05,86.708336,100.0,37.0,2.0259166,4.8405,-0.40949997,-3.2668953,-5.226633,-1.4149351,202.82378,14.3,6.9857,59.867554,85.21285,38.995983,16.55,-5.4865837,-1.4095,-8.2595,28138.3,961.17413
71,0.1,1.0,0.0,0.21000001,55.25,100.0,0.0,-0.97200006,1.9905,-4.4095,-6.1231112,-8.804439,-4.311065,222.00925,14.6,6.3655324,62.395462,80.1851,48.46971,18.92,-7.4511666,-6.7595,-9.2595,47300.63,964.6194
71,0.2,2.0,0.1,0.14,31.083334,76.0,0.0,1.4446667,6.8905,-3.7595,-3.5821517,-8.358165,1.579834,241.35509,14.9,6.8154235,62.950077,82.147194,45.165367,21.52,-5.2386665,-3.3595,-7.6595,47797.684,970.98175
53,1.0,2.0,1.0,0.0,35.75,93.0,0.0,2.9925833,9.2405,-1.2595,-1.9046837,-5.7797294,4.408036,249.68321,14.5,7.05195,62.520565,77.74401,46.112137,19.55,-3.7324169,-0.40949997,-6.4095,48513.76,968.7636
3,0.0,0.0,0.0,0.0,73.666664,100.0,32.0,2.2905,7.7405,-4.2595,-2.1695068,-8.535608,2.8112907,270.8339,9.6,4.3931766,54.482193,82.14273,35.553444,17.73,-6.5761657,-1.9095001,-9.6095,44264.234,970.8531
3,0.0,0.0,0.0,0.0,57.208332,100.0,0.0,4.478,11.4405,-3.1595001,0.29787746,-6.903962,5.9098635,272.7145,12.3,6.2128897,61.080704,88.76236,35.103947,19.64,-3.282417,-0.40949997,-6.0595,40685.38,972.37396
3,0.0,0.0,0.0,0.0,43.416668,100.0,0.0,10.142583,16.540499,3.7905,5.9070644,0.05635357,11.511643,285.14032,14.0,6.842514,54.614437,82.83328,32.095573,22.33,0.53216654,3.1405,-1.0595,49172.332,968.3975
3,0.0,0.0,0.0,0.0,81.625,100.0,19.0,12.23425,20.6405,2.0405,8.41998,-1.646615,16.113907,254.1869,14.2,7.1021123,52.11964,79.35556,26.93573,18.87,1.6405,4.2405,-1.1595,41110.805,969.62225
3,0.0,0.0,0.0,0.0,32.5,83.0,0.0,15.0009165,22.1405,6.5405,11.303271,3.1361032,17.562113,254.96051,14.5,7.206247,47.756695,75.34415,26.775625,24.06,2.9759161,5.4905,1.9905,49604.37,966.60834
3,0.0,0.0,0.0,0.0,82.25,100.0,14.0,14.421752,20.4405,6.2905,10.92427,3.334052,15.729973,252.57729,12.5,5.8189344,45.89365,73.18329,23.746056,17.47,1.9154998,5.8905,-1.0095,32765.715,965.2293
53,2.6999998,7.0,2.6999998,0.0,71.291664,100.0,0.0,6.744667,9.2405,3.1905,2.3166304,-1.8275394,6.659356,352.70636,13.9,6.6910386,59.12984,92.63521,28.877947,14.53,-1.7553331,5.5905,-9.909499,32471.16,962.13947
3,0.0,0.0,0.0,0.0,44.666668,99.0,0.0,5.9488335,11.2405,-0.60950005,0.7794617,-5.041527,5.052149,290.40192,15.2,7.392564,46.848022,68.92892,30.717531,19.56,-5.0386667,-1.7595,-8.0095,49209.242,968.90155
3,0.0,0.0,0.0,0.0,47.0,97.0,0.0,8.3967495,14.4405,-0.5595,4.517993,-4.1098156,9.9474945,291.3532,10.8,5.314132,51.413174,79.25415,33.21058,19.43,-1.6928334,0.7405,-3.7095,46740.547,974.0735
3,0.0,0.0,0.0,0.0,59.666668,99.0,14.0,12.763416,19.540499,4.8405,9.04992,1.1528745,15.175846,273.40717,13.9,6.0926185,49.71194,75.3195,27.46946,22.45,1.428,3.4905,0.0905,50400.0,973.925
3,0.0,0.0,0.0,0.0,34.375,95.0,0.0,12.1655,19.7405,3.7905,10.041625,1.2310877,18.298708,93.22179,6.0,2.9832866,65.03245,98.60255,33.1537,21.74,4.7905,7.5405,2.9405,50400.0,979.26776
3,0.0,0.0,0.0,0.0,41.041668,96.0,0.0,14.861333,21.8405,8.1405,11.86481,5.1754446,18.369843,148.13206,9.3,4.4407206,48.319046,74.30205,24.755701,21.18,2.7821667,5.4905,-0.40949997,48339.844,978.39716
3,0.0,0.0,0.0,0.0,48.791668,100.0,0.0,14.846751,22.790499,5.2905,10.999679,1.8937788,18.649628,133.2934,11.8,5.770615,37.908627,67.904884,19.234434,24.2,-0.9178333,1.2904999,-3.2595,43200.0,973.9355
3,0.0,0.0,0.0,0.0,67.333336,99.0,23.0,15.548835,23.040499,6.3405,11.606452,2.691166,17.944328,161.14526,13.9,6.865857,39.233673,75.05821,17.537165,23.8,0.26549998,9.6405,-3.5595,47310.824,970.5035
55,3.2,6.0,3.2,0.0,73.833336,100.0,26.0,14.080083,17.8405,9.4905,12.489682,7.83222,16.399656,224.83904,10.0,4.5122056,78.74387,96.6908,61.4255,15.55,10.255082,11.290501,8.9905,45137.062,967.58856
2,0.0,0.0,0.0,0.0,26.125,70.0,0.0,15.644668,20.9905,9.9905,13.047942,7.506262,18.50379,18.465925,9.2,4.140048,51.286667,82.772316,24.958977,23.37,4.1696672,9.6405,-0.009499997,50400.0,973.15533
2,0.0,0.0,0.0,0.0,12.708333,76.0,0.0,15.344669,22.290499,6.0905,12.76104,3.422823,19.62367,268.17203,6.7,2.4698179,43.55356,73.93504,21.447075,21.37,1.6654998,4.6905,-0.8095,47836.574,976.41797
3,0.0,0.0,0.0,0.0,16.208334,91.0,0.0,17.513418,23.6405,9.3905,14.630616,7.6550217,20.317019,131.6136,10.1,4.609772,37.939754,67.80661,18.546108,25.79,1.3550833,5.9405,-1.9595001,50445.957,974.9157
3,0.0,0.0,0.0,0.0,59.666668,100.0,7.0,16.998833,24.290499,8.790501,13.759377,5.7953587,20.431067,109.61795,13.0,6.0207973,41.92447,66.72885,22.949516,20.24,3.0759165,7.3405,0.7405,46446.547,969.5256
61,2.7,6.0,2.7,0.0,87.833336,100.0,33.0,15.553001,20.790499,11.290501,14.922847,10.32382,20.383469,229.70793,9.8,4.5188494,76.61218,93.936134,58.62935,16.24,11.271751,12.590501,8.8905,37729.61,966.354
51,0.2,1.0,0.2,0.0,50.958332,100.0,7.0,13.432167,17.2405,9.1905,9.910597,6.569293,13.134451,241.38057,13.1,6.236986,56.476887,84.6557,34.76929,22.36,4.1905,7.7405,1.3405,50400.0,967.63947
51,0.9000001,6.0,0.9000001,0.0,77.375,100.0,15.0,9.980084,12.840501,6.7405,6.480373,3.9054136,8.448942,267.17368,14.6,6.8447056,73.72048,93.98683,55.670956,20.67,5.275916,6.1905,4.0905,47938.945,963.92084
3,0.0,0.0,0.0,0.0,79.416664,100.0,19.0,10.0155,14.540501,5.2905,7.227604,2.9405022,11.058492,313.57193,8.0,3.5171013,65.03065,90.36516,43.58823,15.32,3.2592506,5.0405,2.1905,41245.195,969.91473
55,8.900001,17.0,8.900001,0.0,97.708336,100.0,83.0,8.798834,10.9405,5.5905,7.1402454,3.124185,9.750144,40.041508,8.5,3.6878178,83.050606,93.783585,71.17363,7.23,6.0342503,8.9405,3.2405,4990.567,967.67035
53,3.0,6.0,3.0,0.0,79.166664,100.0,30.0,10.942584,15.840501,7.3905,6.809515,4.2381325,10.981739,13.770759,16.2,7.8339005,62.360714,92.175674,36.930763,21.25,3.2071674,7.5405,-0.35950002,39600.0,960.2542
3,0.0,0.0,0.0,0.0,70.75,100.0,29.0,7.95925,12.090501,4.4405,4.4401755,1.9243879,7.7330914,310.70062,10.5,4.428318,53.38298,80.57527,27.745651,20.83,-1.7803334,1.6405,-6.0095,44282.234,970.88544
73,13.400001,11.0,12.5,0.63,99.541664,100.0,97.0,5.0259166,6.8905,3.2405,2.0516903,0.6264019,3.345211,59.76055,7.8,4.243819,84.05999,96.867546,74.06118,6.57,2.4967496,3.2405,1.4905,0.0,973.6204
3,0.0,0.0,0.0,0.0,73.916664,99.0,13.0,6.9571667,11.4405,1.7405,3.330827,-1.6281278,7.356333,28.77141,8.5,4.080441,57.917675,91.73995,30.485296,18.76,-1.7636667,1.2405,-5.5095,42046.08,976.7286
3,0.0,0.0,0.0,0.0,80.041664,100.0,2.0,8.8654995,15.040501,0.8405,5.2794604,-2.9080315,11.178758,206.1279,8.9,4.237924,53.20796,79.51192,33.97239,24.03,-0.8657501,1.2405,-2.8595,51960.688,976.7901
3,0.0,0.0,0.0,0.0,61.291668,100.0,0.0,11.457168,17.540499,3.6905,7.258625,0.0006198883,13.12328,182.47415,13.5,6.4070277,51.197647,78.4596,32.1387,27.17,0.978,2.1405,0.29050002,51252.234,974.7673
3,0.0,0.0,0.0,0.0,78.166664,100.0,4.0,13.342584,17.540499,8.4405,9.602218,4.868265,13.67584,177.86269,10.7,5.2952805,47.488903,66.42415,38.730114,18.21,2.2321665,5.6405,-1.1595,44266.13,971.3914
3,0.0,0.0,0.0,0.0,96.875,100.0,70.0,13.061333,17.8405,8.040501,11.240292,6.2034874,15.832752,307.8365,7.1,3.4014704,66.94226,85.704315,46.681522,10.94,6.7925835,9.040501,4.4405,9737.027,968.9948
3,0.0,0.0,0.0,0.0,67.541664,100.0,6.0,15.882167,20.540499,12.040501,13.21444,9.898133,16.97933,354.30252,10.7,4.8270073,58.03552,81.66171,31.594458,20.78,6.794666,9.3905,3.0904999,44024.727,972.81525
3,0.0,0.0,0.0,0.0,52.541668,100.0,0.0,17.153,23.0905,8.4905,15.93557,6.50264,21.872856,325.00787,5.9,2.6172504,59.725376,87.288315,37.336243,19.85,8.528001,11.4405,6.3905,42677.703,978.91595
51,0.1,1.0,0.1,0.0,22.625,47.0,0.0,18.573833,24.4905,11.040501,17.070246,9.610247,22.82567,322.16718,8.7,4.2201896,56.40825,84.05625,34.320217,21.8,8.871751,10.6405,7.3905,52880.086,975.2322
2,0.0,0.0,0.0,0.0,17.916666,55.0,0.0,15.8405,20.6905,11.1405,13.00941,8.324743,18.361475,348.8632,11.9,6.0827627,52.053493,83.45488,29.682098,25.77,4.9550834,9.040501,1.8905,53541.656,968.354
51,0.3,2.0,0.3,0.0,50.333332,98.0,0.0,10.7405,13.6905,7.6905,5.676333,2.9278774,7.975276,354.78662,16.1,7.8230433,49.270733,73.440475,30.274607,22.57,-0.1240835,3.3905,-3.7095,52815.51,967.68427
53,0.6,1.0,0.6,0.0,33.541668,85.0,3.0,15.657166,23.1905,5.3905,12.6586275,2.0381746,20.242563,292.3616,18.0,7.4060783,53.67142,68.87938,39.680393,24.91,5.963417,10.040501,-1.6595,51556.617,965.96246
